German,English
crêpes,crêpes
leibgarde,bodyguard
elisabeths,Elisabeth's
überrollen,overrun
flitzer,speedster
abhilfe,remedy
reduziere,reduce
hollenius,hollenius
unterbewusst,subconscious
paw,paw
nagelneue,brand new
demolieren,demolish
kimmel,kimmel
ressource,resource
periskop,periscope
welken,wilt
geldscheine,banknotes
umdrehst,turn around
protonen,protons
anheuerte,hired
rumliegt,lying around
pfähle,stakes
gemixt,mixed
achtmal,eight times
räucherstäbchen,incense sticks
blogs,blogs
vanni,vanni
anpassungen,adjustments
nachzuahmen,to imitate
boykott,boycott
erkundigungen,inquiries
pädophil,pedophile
past,past
brügge,Bruges
spätschicht,late shift
hobbies,hobbies
bluts,blood
biologisches,biological
einmarsch,invasion
tonio,tonio
räuchern,smoking
ibuprofen,ibuprofen
kazumi,Kazumi
ork,orc
nautilus,nautilus
filz,felt
weggerissen,torn away
überflüssigen,superfluous
gourmet,gourmet
nobles,noble
kleidchen,dress
tabitha,Tabitha
bowler,bowler
errate,guess
pythagoras,Pythagoras
arianna,arianna
bradburn,Bradburn
fischfabrik,fish factory
diakon,deacon
schlafwagen,sleeping car
gilligan,Gilligan
familienangehörigen,family members
tyrannisieren,bullying
background,background
benützt,used
wunschliste,wish list
edelmänner,noblemen
zorniger,angry
fortgeschrittener,advanced
rémi,Rémi
sharks,sharks
beklagten,complained
erblindet,blinded
beschlagnahmung,seizure
prissy,Prissy
lutsche,suck
unlängst,recently
verschüttete,spilled
gestreiften,striped
übertönen,drown out
prinzesschen,little princess
nissen,nits
jena,Jena
menschenmassen,crowds
pilgern,pilgrimage
mickrige,meager
schärft,sharpens
kläglich,miserably
petrowitsch,petrowitsch
tatet,tatet
unklaren,unclear
könner,able
privilegierten,privileged
loslasse,let go
weltbild,worldview
offensiv,offensive
feed,feed
cohle,coal
roussel,roussel
digitales,digital
mündlichen,oral
schülerzeitung,student newspaper
gesamtheit,entirety
ciello,ciello
onnen,suns
warrior,warrior
ehrenwert,honorable
gitarrenkoffer,guitar case
schreibblockade,writer's block
yama,yama
morbius,morbius
aufwendig,elaborate
testfahrt,test drive
nachahmung,imitation
primitives,primitive
trivial,trivial
hirnloser,brainless
snickers,Snickers
susies,Susie's
lay,lay
kollaborateur,collaborator
techtelmechtel,affair
durchblutung,blood circulation
huong,huong
prospect,prospect
zurechtfinden,find your way around
zorin,Zorin
northumberland,Northumberland
nachfühlen,empathize
argyle,argyle
winkle,angle
avlynn,avlynn
ori,ori
lauteten,were
glassplitter,glass shards
störten,disturbed
radioaktives,radioactive
spaßige,fun
darian,Darian
marybeth,Marybeth
eicheln,acorns
klargestellt,clarified
totoro,totoro
augentropfen,eye drops
wichst,masturbates
meinesgleichen,my kind
christians,Christians
unwissenden,ignorant
wölfchen,wolf cub
firmament,firmament
ippolit,ippolit
ausgestoßene,outcast
auspackt,unpacks
energiestoß,energy surge
weggejagt,chased away
stonehaven,Stonehaven
faszinierte,fascinated
kanaille,scoundrel
carrion,carrion
färbung,coloring
meisterdieb,master thief
botengänge,errands
zugedrückt,pressed down
bourgeoisie,bourgeoisie
jari,jari
berechnend,calculating
lucita,Lucita
nationalmannschaft,national team
kritisierst,criticize
anshel,Anshel
kneipenschlägerei,bar fight
abgefuckten,fucked up
nanjing,Nanjing
kopiere,copy
gleichwertig,equivalent
wunderlich,whimsical
aufzufinden,to find
göttlichkeit,divinity
feiglingen,cowards
rezitieren,recite
derlei,such
trauerst,are you grieving
taue,rope
brodeln,bubbling
pummelig,chubby
regelmäßiger,regular
basel,Basel
boomt,booming
zitierte,quoted
intrepid,intrepid
elmont,Elmont
taubenschlag,dovecote
erretten,save
schwänzchen,little tail
kindskopf,child's head
mitzählen,count
adamsapfel,Adam's apple
bohrte,drilled
stile,styles
kalibers,calibers
rule,rule
durchdrang,penetrated
schumacher,Schumacher
khal,khal
geheimrezept,secret recipe
blackburn,blackburn
provo,provo
wohltuend,soothing
française,French
verkrampfen,tense up
juniors,juniors
jesper,jesper
herunterladen,download
rülpser,belch
zongbao,zongbao
efendi,efendi
rauswirft,throws out
verstieß,violated
reiskuchen,rice cakes
knutscht,kisses
gestossen,pushed
voulez,voulez
tumors,tumors
skinheads,skinheads
verrieten,revealed
heureka,eureka
lastern,vices
arbeitskollege,work colleague
ungehörig,outrageous
kriegszustand,state of war
rumsitzt,sitting around
versammelte,assembled
wählern,voters
gondeln,gondolas
blühenden,blooming
vanessas,Vanessa's
sikes,sikes
sith,Sith
weihnachtslied,Christmas carol
pickering,picking
aufzog,raised
guddi,Guddi
bezeichnest,designate
dingaan,dingaan
mikros,micros
brutkasten,incubator
salina,salina
rottweiler,rottweiler
jüngeres,younger
elends,misery
paracelsus,Paracelsus
zuzubereiten,to prepare
befruchten,fertilize
verbessere,improve
skrupellosen,unscrupulous
unbedeutendes,insignificant
tesserakt,tesseract
intimer,intimate
anrede,salutation
neunmal,nine times
brodys,brodys
ewigem,eternal
durchhaltevermögen,perseverance
indisponiert,indisposed
lodz,Lodz
titelsong,title song
susu,susu
shankar,Shankar
barometer,barometer
reaktoren,reactors
spult,rewind
dilg,dilg
sparkler,sparkler
zerfrisst,corrodes
constantino,Constantino
zuckungen,twitches
rojas,rojas
shayla,shayla
estland,Estonia
münchhausen,Münchhausen
zurückkamst,came back
stubenmädchen,chambermaid
investigation,investigation
schlafzimmern,bedrooms
deathstroke,deathstroke
emmerich,Emmerich
avignon,Avignon
destabilisiert,destabilized
graceland,Graceland
uvm,and much more
koexistenz,coexistence
butterbrot,buttered bread
mojitos,mojitos
vite,vite
ippolita,Hippolyta
gull,gull
wormold,wormold
erist,he is
befehls,command
aldridge,Aldridge
tauschst,exchange
serbischen,Serbian
geweihten,consecrated
coraline,coraline
überschattet,overshadowed
kirschkuchen,cherry cake
sagenhafte,fabulous
sicherheitsberater,security consultant
zentrales,central
zurückdenken,thinking back
campion,champion
luftballon,balloon
bruckner,Bruckner
fiffi,Fiffi
marthas,Martha's
koichi,koichi
riesensache,huge thing
wratten,wratten
essensreste,leftovers
egoisten,egoists
oberpriester,high priest
elternteile,parents
russki,Russian
reingewaschen,cleansed
americans,Americans
geringerer,lesser
nurdlinger,nurdlinger
morsch,rotten
übersiehst,overlook
vorzuenthalten,to withhold
ermutigung,encouragement
abzahlen,count
heucheln,hypocritical
alufolie,aluminum foil
rauszuziehen,to pull out
zusammenzufügen,join together
greco,greco
transporterstrahl,transporter beam
haggis,haggis
gewiesen,shown
umzuwandeln,to convert
gefilde,fields
geschichtsbücher,history books
lagertha,Lagertha
einkreisen,encircle
hen,hen
clips,clips
klöster,monasteries
dröhnung,droning
eingewöhnen,settle in
geheimcode,secret code
schmerzte,hurt
ft,ft
maloney,maloney
tanzabend,dance evening
toffee,toffee
scheißtyp,shitty guy
umlegst,you
ayutthaya,Ayutthaya
zitterten,tremble
konföderation,confederacy
rausstellen,put out
wasserbett,waterbed
sklaventreiber,slave driver
eiseiche,ice oak
schmolz,melted
zauberformel,magic formula
boing,Boeing
hooks,hooks
skyes,skyes
schmeichelst,flatter
stiehl,steal
verspätete,delayed
schwang,swing
picken,pick
verteidigungssystem,defense system
chest,chest
zusammengefügt,joined together
bitterer,bitter
cruces,cruces
yardley,yardley
heldenhafter,heroic
titelmelodie,title melody
dahinterstecken,behind it
beauregard,beauregard
jacko,jacko
herzkammer,heart chamber
shoot,shoot
entdeckst,discover
höllenqualen,excruciating agony
draufhauen,hit it
traditionelles,traditional
hyoei,hyoei
chazz,chazz
kanzlerin,chancellor
erbricht,vomits
tse,tse
mosfilm,mosfilm
zuck,twitch
garrity,garrity
rausspazieren,go for a walk
robot,robot
gipfeltreffen,summit
operativ,surgical
immense,immense
reims,Reims
leistungsfähigkeit,performance
fitnesscenter,fitness center
rollin,rollin
mclovin,mclovin
gm,gm
fixierung,fixation
donk,donk
amtliche,official
gesprächsfetzen,snippets of conversation
strain,strain
leighton,leighton
hirni,brain
kavaliere,cavaliers
schulleitung,school management
messerstiche,knife stabs
säuferin,drunk
bekräftigen,confirm
inderin,Indian
östrogen,estrogen
messina,Messina
naa,naa
verarbeite,process
stromquelle,power source
walen,whales
schüchterner,shy
hinwollte,wanted to go there
coffy,coffee
fordernd,demanding
driften,drift
fosters,fosters
abnormale,abnormal
rubens,Rubens
linguini,linguini
vorbereiteten,prepared
wallowski,wallowski
berglöwen,mountain lions
hon,hon
vielfraß,wolverine
einzufordern,to demand
says,says
vp,vp
zweisamkeit,togetherness
schlagkraft,impact
sefton,sefton
wongs,wangs
ausgestanden,survived
wohngegend,residential area
riders,riders
sicherheitskontrolle,security check
saltzman,saltzman
opfergaben,offerings
produktionsfirma,production company
glitt,glided
emanzipation,emancipation
erdball,globe
telly,telly
jahrelangen,years
blutrot,blood red
tätowierte,tattooed
wahnsinniges,insane
joseon,joseon
streichst,delete
konkubinen,concubines
lasalle,la salle
assistentinnen,assistants
helenas,Helena's
sinnlichkeit,sensuality
darstellerin,actress
hilflosigkeit,helplessness
todfeind,mortal enemy
jerzy,Jerzy
kommandoposten,command post
südöstlich,southeast
geschildert,described
obdachlosenheim,homeless shelter
beobachtungsgabe,observation skills
rumschubsen,push around
stolperst,stumble
flüssigem,liquid
dekolleté,cleavage
sinkende,sinking
datest,datest
tagelöhner,day laborers
dächte,thinks
wiederauferstehen,resurrect
mando,mando
damons,damons
prop,prop
reds,reds
griffins,griffins
windet,winds
überdauert,survives
zufälliger,random
orlov,Orlov
rack,rack
chéri,chéri
anregung,suggestion
schäumt,foams
coffey,coffeey
umschreibung,description
beats,beats
taschenuhr,pocket watch
lidia,lidia
heuert,hires
blasi,blasi
alchemie,alchemy
schäbiges,shabby
abschlussarbeit,thesis
schwanensee,Swan Lake
ostwärts,east
trojas,Troy
imposant,impressive
unerlaubten,unauthorized
geldsack,money bag
einschnitte,cutbacks
mannheim,Mannheim
bombenattentat,bomb attack
yeager,Yeager
nutzbar,usable
klaustrophobisch,claustrophobic
erkennbaren,recognizable
goldfarb,gold-colored
landarbeiter,farm worker
desserts,desserts
erwecke,awaken
auslöscht,extinguishes
schächte,shafts
knipsen,snap
brutstätte,hotbed
suggestion,suggestion
kindermörder,child murderer
ausreichender,sufficient
verwanzen,bug
belohne,reward
bain,bain
unechten,fake
nden,nden
aussperren,lock out
minds,minds
hervorheben,point out
geblitzt,caught speeding
umfassenden,comprehensive
musgrave,musgrave
absegnen,approve
nacktem,naked
norén,norén
pips,beeps
katalogisieren,catalog
hergegeben,given up
maikel,maikel
videospielen,video games
heruntergefallen,fell down
cassiopeia,Cassiopeia
vergewaltige,rape
sitzplätze,seats
scheinwerfern,headlights
spielberg,Spielberg
boykottieren,boycott
provozier,provoke
dauerten,lasted
eldritch,Eldritch
harleen,harleen
tyreese,tyreese
brom,bromine
glibber,slime
kognitiven,cognitive
spreizt,spreads
jip,yip
fürstliche,princely
lehrstunde,lesson
gutartig,benign
grimaldi,Grimaldi
benzintank,fuel tank
hobie,hobie
streifenhörnchen,chipmunk
mannys,mannys
dder,dder
nostradamus,nostradamus
insektenspray,insect spray
stund,hour
befremdlich,strange
vierauge,four-eyed
einschaltet,turns on
forscherin,researcher
suis,suis
auszuräumen,to clear out
verbundene,associated
adm,adm
niederer,lower
reingehauen,went all out
hauptperson,main character
führet,leads
guess,guess
reiseplan,itinerary
elektromagnetischer,electromagnetic
tej,tej
presslufthammer,pneumatic hammer
muntere,cheerful
untergebene,subordinates
massengrab,mass grave
piratenschiff,pirate ship
nite,nite
untrennbar,inseparable
fesch,stylish
schlüpfte,slipped
mitgedacht,thought through
fanclub,fan club
zudrehen,turn it off
rasputia,rasputia
auskennst,know
wirrwarr,confusion
gründern,founders
gestapelt,stacked
jutta,Jutta
novick,Novick
relevante,relevant
umfällt,falls over
errichtete,erected
schonungslos,ruthless
stachen,stung
candide,candide
büfett,buffet
afghanen,Afghans
ove,love
paarweise,in pairs
weeß,white
zwanzigern,twenties
konstruktiv,constructive
bermuda,Bermuda
nummeriert,numbered
kaffeetrinken,drink coffee
assimilation,assimilation
poltert,thunders
selbstzerstörungssequenz,self-destruct sequence
portmonee,wallet
wirren,confused
canton,canton
geschmacks,taste
symbiose,symbiosis
fürsorgliche,caring
blutrünstigen,bloodthirsty
aviva,aviva
saburo,saburo
verabredest,arranged
körperfunktionen,bodily functions
chuy,chuy
schimpfe,scold
fremdsprachen,foreign languages
blart,blart
paisley,paisley
zufriedenstellen,satisfy
sarina,sarina
vererben,inherit
geschworenengericht,jury trial
lockdown,Lockdown
nagoya,Nagoya
mayan,Mayan
istjemand,is anyone
sesam,sesame
julians,Julians
prachtvollen,magnificent
bundeskanzler,Chancellor
gespenstern,ghosts
bockig,stubborn
vorbildliche,exemplary
oenomaus,oenomaus
strategischer,strategic
vorwahlen,primary elections
hikmet,hikmet
gesammelten,collected
begutachtet,reviewed
idiotisches,idiotic
flacher,flat
dreiundzwanzig,twenty-three
statische,static
schippe,shovel
abdomen,abdomen
vierfache,quadruple
pom,pom
chronicles,chronicles
spielzeugladen,toy store
ingenieurin,engineer
doro,doro
afroamerikaner,African American
vorwort,foreword
rank,rank
machthaber,ruler
zurückbekommst,you get back
ausscheiden,eliminate
monitoren,monitors
seismische,seismic
stotternd,stuttering
bespritzt,splashed
überwachungsmaterial,surveillance material
schleimiger,slimy
plemplem,plemplem
aszendenten,ascendants
lego,Lego
beep,beep
hours,hours
rauskriege,find out
tha,tha
beigesetzt,buried
mikroskopisch,microscopic
harcourt,Harcourt
zücken,pull out
verlangens,demand
durchlauf,cycle
tortuga,tortuga
arnab,arnab
botaniker,botanist
loxley,Loxley
ausgebrütet,hatched
rausbringt,releases
surf,surf
atomraketen,nuclear missiles
trooper,trooper
davongerannt,ran away
bauerntölpel,peasant fool
aggie,Aggie
okkulten,occult
angeborenen,congenital
protokolliert,logged
funktionsstörung,malfunction
unmittelbaren,immediate
spröde,brittle
frachters,freighters
saftsack,juice bag
jedwede,any
anzusetzen,to apply
gewordene,become
verrutscht,slipped
grisham,Grisham
bamm,boom
skins,skins
onkologie,oncology
ausgekugelt,dislocated
abgeklärt,clarified
dah,dah
unger,unger
serenade,serenade
broadsky,broadsky
nordische,Nordic
regentin,regent
herumgekommen,got around
herberts,Herbert
seel,soul
vorgibst,pretend
kennicutt,Kennicutt
voin,voin
staubsaugen,vacuuming
kiras,Kira's
taras,taras
wälzt,rolls
boswell,Boswell
juma,juma
säubere,clean
vertikal,vertical
objekts,object
terminen,appointments
dekadent,decadent
schleimbeutel,bursa
energieverlust,energy loss
stränden,beaches
promoviert,PhD
parkschein,parking ticket
rauswurf,expulsion
beschönigen,to embellish
wolfes,wolves
gefallener,fallen
würgte,choked
moments,moments
spooner,spooner
lp,lp
beete,beds
vorzubeugen,to prevent
herumspielen,playing around
funktionierten,worked
elften,eleventh
angedreht,turned
beers,beers
candyman,candyman
kampfgeschrei,battle cry
opferten,sacrificed
meiners,mine
toot,toot
fingerspitzengefühl,sensitivity
lhretwegen,her way
starlin,starlin
nervensägen,annoying people
kicks,kicks
elektrizitätswerk,power plant
großbritanniens,Great Britain's
kissinger,Kissinger
zentner,hundredweight
heparin,heparin
teebeutel,teabag
vaughan,Vaughan
uneingeschränkt,unrestricted
kacka,poop
abenteuerlich,adventurous
tauschhandel,barter
hinfällt,falls
schaufelt,shovels
überwinde,overcome
unwiderstehliche,irresistible
indigo,indigo
vivat,vivat
turbinen,turbines
thousand,thousand
verwöhne,pamper
schärpe,sash
schmachten,languish
alaykum,alaykum
tomatensoße,tomato sauce
abo,subscription
unbefleckt,immaculate
fänge,catches
springsteen,springsteen
stink,stink
helmer,Helmer
entgegenstellen,oppose
schuldlos,blameless
muskat,nutmeg
desiree,desiree
arcadian,arcadian
nã,n/a
sharley,sharley
preußische,Prussian
sojamilch,soy milk
dinosauriern,dinosaurs
amish,Amish
geschaft,business
durchkämpfen,fight through
bartok,Bartok
ungeschlagen,undefeated
aristokrat,aristocrat
trefoile,trefoile
einklinken,connect
sonnige,sunny
haftanstalt,prison
tigerin,tigress
fastenzeit,Lent
lydon,Lydon
erzahlen,tell
hofnarr,court jester
petja,petja
wildcats,wildcats
landeinwärts,inland
legolas,Legolas
verarztet,treated
mordverdächtigen,murder suspect
kif,kif
informatik,computer science
saublöd,utterly stupid
comin,comin
schutzbrille,safety goggles
reinsetzen,sit inside
fingerhut,thimble
wulfric,wulfric
internetseite,website
uriniert,urinated
raubten,robbed
anzuzetteln,to instigate
drums,drums
wegzuschicken,to send away
newberg,newberg
kniest,kneels
mosambik,Mozambique
hygienisch,hygienic
todds,Todds
zerronnen,vanished
strucker,strucker
warpfeld,warp field
einrahmen,frame
manda,manda
witzbolde,jokers
stürz,fall
gewunken,waved
kurbeln,crank
sinnbild,symbol
ersteche,stab
monsun,monsoon
suchaktion,search operation
liliputaner,Lilliputians
aimée,love
kappas,kappas
booths,booths
musikunterricht,music lessons
vorbereitete,prepared
erbeten,requested
schmerzerfüllt,painful
geringes,low
frittieren,deep fry
horman,horman
knebeln,gag
lorca,Lorca
koloniale,colonial
germanien,Germania
schnüren,lace
ysé,ysé
toy,toy
afrikanisches,African
durchsuchst,search
parzival,Parzival
planken,planks
vorrübergehend,temporarily
harsch,harsh
schnupftabak,snuff
ramallo,ramallo
rüberwachsen,grow over
anatole,Anatole
